,url,title,doi,abstract,full_doc_link,is_open_access
45,https://www.pnas.org/content/104/36/14383,A honey bee odorant receptor for the queen substance 9-oxo-2-decenoic acid,https://doi.org/10.1073/pnas.0705459104,"By using a functional genomics approach, we have identified a honey bee [Apis mellifera (Am)] odorant receptor (Or) for the queen substance 9-oxo-2-decenoic acid (9-ODA). Honey bees live in large eusocial colonies in which a single queen is responsible for reproduction, several thousand sterile female worker bees complete a myriad of tasks to maintain the colony, and several hundred male drones exist only to mate. The “queen substance” [also termed the queen retinue pheromone (QRP)] is an eight-component pheromone that maintains the queen's dominance in the colony. The main component, 9-ODA, acts as a releaser pheromone by attracting workers to the queen and as a primer pheromone by physiologically inhibiting worker ovary development; it also acts as a sex pheromone, attracting drones during mating flights. However, the extent to which social and sexual chemical messages are shared remains unresolved. By using a custom chemosensory-specific microarray and qPCR, we identified four candidate sex pheromone Ors (AmOr10, -11, -18, and -170) from the honey bee genome based on their biased expression in drone antennae. We assayed the pheromone responsiveness of these receptors by using Xenopus oocytes and electrophysiology. AmOr11 responded specifically to 9-ODA (EC50 = 280 ± 31 nM) and not to any of the other seven QRP components, other social pheromones, or floral odors. We did not observe any responses of the other three Ors to any of the eight QRP pheromone components, suggesting 9-ODA is the only QRP component that also acts as a long-distance sex pheromone.",https://www.pnas.org/content/104/36/14383.full.pdf,True
46,https://www.pnas.org/content/104/18/7600,The genome of Syntrophus aciditrophicus: Life at the thermodynamic limit of microbial growth,https://doi.org/10.1073/pnas.0610456104,"Biochemically, the syntrophic bacteria constitute the missing link in our understanding of anaerobic flow of carbon in the biosphere. The completed genome sequence of Syntrophus aciditrophicus SB, a model fatty acid- and aromatic acid-degrading syntrophic bacterium, provides a glimpse of the composition and architecture of the electron transfer and energy-transducing systems needed to exist on marginal energy economies of a syntrophic lifestyle. The genome contains 3,179,300 base pairs and 3,169 genes where 1,618 genes were assigned putative functions. Metabolic reconstruction of the gene inventory revealed that most biosynthetic pathways of a typical Gram-negative microbe were present. A distinctive feature of syntrophic metabolism is the need for reverse electron transport; the presence of a unique Rnf-type ion-translocating electron transfer complex, menaquinone, and membrane-bound Fe-S proteins with associated heterodisulfide reductase domains suggests mechanisms to accomplish this task. Previously undescribed approaches to degrade fatty and aromatic acids, including multiple AMP-forming CoA ligases and acyl-CoA synthetases seem to be present as ways to form and dissipate ion gradients by using a sodium-based energy strategy. Thus, S. aciditrophicus, although nutritionally self-sufficient, seems to be a syntrophic specialist with limited fermentative and respiratory metabolism. Genomic analysis confirms the S. aciditrophicus metabolic and regulatory commitment to a nonconventional mode of life compared with our prevailing understanding of microbiology.",https://www.pnas.org/content/104/18/7600.full.pdf,True
47,https://www.pnas.org/content/104/18/7600,The genome of Syntrophus aciditrophicus: Life at the thermodynamic limit of microbial growth,https://doi.org/10.1073/pnas.0610456104,"Biochemically, the syntrophic bacteria constitute the missing link in our understanding of anaerobic flow of carbon in the biosphere. The completed genome sequence of Syntrophus aciditrophicus SB, a model fatty acid- and aromatic acid-degrading syntrophic bacterium, provides a glimpse of the composition and architecture of the electron transfer and energy-transducing systems needed to exist on marginal energy economies of a syntrophic lifestyle. The genome contains 3,179,300 base pairs and 3,169 genes where 1,618 genes were assigned putative functions. Metabolic reconstruction of the gene inventory revealed that most biosynthetic pathways of a typical Gram-negative microbe were present. A distinctive feature of syntrophic metabolism is the need for reverse electron transport; the presence of a unique Rnf-type ion-translocating electron transfer complex, menaquinone, and membrane-bound Fe-S proteins with associated heterodisulfide reductase domains suggests mechanisms to accomplish this task. Previously undescribed approaches to degrade fatty and aromatic acids, including multiple AMP-forming CoA ligases and acyl-CoA synthetases seem to be present as ways to form and dissipate ion gradients by using a sodium-based energy strategy. Thus, S. aciditrophicus, although nutritionally self-sufficient, seems to be a syntrophic specialist with limited fermentative and respiratory metabolism. Genomic analysis confirms the S. aciditrophicus metabolic and regulatory commitment to a nonconventional mode of life compared with our prevailing understanding of microbiology.",https://www.pnas.org/content/104/18/7600.full.pdf,True
48,https://www.pnas.org/content/103/46/17543,An exceptionally fast actomyosin reaction powers insect flight muscle,https://doi.org/10.1073/pnas.0604972103,"Insects, as a group, have been remarkably successful in adapting to a great range of physical and biological environments, in large part because of their ability to fly. The evolution of flight in small insects was accompanied by striking adaptations of the thoracic musculature that enabled very high wing beat frequencies. At the cellular and protein filament level, a stretch activation mechanism evolved that allowed high-oscillatory work to be achieved at very high frequencies as contraction and nerve stimulus became asynchronous. At the molecular level, critical adaptations occurred within the motor protein myosin II, because its elementary interactions with actin set the speed of sarcomere contraction. Here, we show that the key myosin enzymatic adaptations required for powering the very fast flight muscles in the fruit fly Drosophila melanogaster include the highest measured detachment rate of myosin from actin (forward rate constant, 3,698 s−1), an exceptionally weak affinity of MgATP for myosin (association constant, 0.2 mM−1), and a unique rate-limiting step in the cross-bridge cycle at the point of inorganic phosphate release. The latter adaptations are constraints imposed by the overriding requirement for exceptionally fast release of the hydrolytic product MgADP. Otherwise, as in Drosophila embryonic muscle and other slow muscle types, a step associated with MgADP release limits muscle contraction speed by delaying the detachment of myosin from actin.",https://www.pnas.org/content/103/46/17543.full.pdf,True
49,https://www.pnas.org/content/103/15/5764.full?m,Adhesion of single bacterial cells in the micronewton range,https://doi.org/10.1073/pnas.0601705103,"The adhesion of bacteria to surfaces plays critical roles in the environment, disease, and industry. In aquatic environments, Caulobacter crescentus is one of the first colonizers of submerged surfaces. Using a micromanipulation technique, we measured the adhesion force of single C. crescentus cells attached to borosilicate substrates through their adhesive holdfast. The detachment forces measured for 14 cells ranged over 0.11 to 2.26 μN, averaging 0.59 ± 0.62 μN. Based on the calculation of stress distribution with the finite element analysis method (dividing an object into small grids and calculating relevant parameters for all of the elements), the adhesion strength between the holdfast and the substrate is >68 N/mm2 in the central region of contact. To our knowledge, this strength of adhesion is the strongest ever measured for biological adhesives.",https://www.pnas.org/content/103/15/5764.full?m.full.pdf,True
50,https://www.pnas.org/content/102/50/18213.full?origin=publication_detail,Short-amplitude high-frequency wing strokes determine the aerodynamics of honeybee flight,https://doi.org/10.1073/pnas.0506590102,"Most insects are thought to fly by creating a leading-edge vortex that remains attached to the wing as it translates through a stroke. In the species examined so far, stroke amplitude is large, and most of the aerodynamic force is produced halfway through a stroke when translation velocities are highest. Here we demonstrate that honeybees use an alternative strategy, hovering with relatively low stroke amplitude (≈90°) and high wingbeat frequency (≈230 Hz). When measured on a dynamically scaled robot, the kinematics of honeybee wings generate prominent force peaks during the beginning, middle, and end of each stroke, indicating the importance of additional unsteady mechanisms at stroke reversal. When challenged to fly in low-density heliox, bees responded by maintaining nearly constant wingbeat frequency while increasing stroke amplitude by nearly 50%. We examined the aerodynamic consequences of this change in wing motion by using artificial kinematic patterns in which amplitude was systematically increased in 5° increments. To separate the aerodynamic effects of stroke velocity from those due to amplitude, we performed this analysis under both constant frequency and constant velocity conditions. The results indicate that unsteady forces during stroke reversal make a large contribution to net upward force during hovering but play a diminished role as the animal increases stroke amplitude and flight power. We suggest that the peculiar kinematics of bees may reflect either a specialization for increasing load capacity or a physiological limitation of their flight muscles.",https://www.pnas.org/content/102/50/18213.full?origin=publication_detail.full.pdf,True
51,https://www.pnas.org/content/102/7/2555.full,Hydrogen and bioenergetics in the Yellowstone geothermal ecosystem,https://doi.org/10.1073/pnas.0409574102,"The geochemical energy budgets for high-temperature microbial ecosystems such as occur at Yellowstone National Park have been unclear. To address the relative contributions of different geochemistries to the energy demands of these ecosystems, we draw together three lines of inference. We studied the phylogenetic compositions of high-temperature (>70°C) communities in Yellowstone hot springs with distinct chemistries, conducted parallel chemical analyses, and carried out thermodynamic modeling. Results of extensive molecular analyses, taken with previous results, show that most microbial biomass in these systems, as reflected by rRNA gene abundance, is comprised of organisms of the kinds that derive energy for primary productivity from the oxidation of molecular hydrogen, H2. The apparent dominance by H2-metabolizing organisms indicates that H2 is the main source of energy for primary production in the Yellowstone high-temperature ecosystem. Hydrogen concentrations in the hot springs were measured and found to range up to >300 nM, consistent with this hypothesis. Thermodynamic modeling with environmental concentrations of potential energy sources also is consistent with the proposed microaerophilic, hydrogen-based energy economy for this geothermal ecosystem, even in the presence of high concentrations of sulfide.",https://www.pnas.org/content/102/7/2555.full.pdf,True
52,https://www.pnas.org/content/102/2/385,Evidence for self-cleaning in gecko setae,https://doi.org/10.1073/pnas.0408304102,"A tokay gecko can cling to virtually any surface and support its body mass with a single toe by using the millions of keratinous setae on its toe pads. Each seta branches into hundreds of 200-nm spatulae that make intimate contact with a variety of surface profiles. We showed previously that the combined surface area of billions of spatulae maximizes van der Waals interactions to generate large adhesive and shear forces. Geckos are not known to groom their feet yet retain their stickiness for months between molts. How geckos manage to keep their feet clean while walking about with sticky toes has remained a puzzle until now. Although self-cleaning by water droplets occurs in plant and animal surfaces, no adhesive has been shown to self-clean. In the present study, we demonstrate that gecko setae are a self-cleaning adhesive. Geckos with dirty feet recovered their ability to cling to vertical surfaces after only a few steps. Self-cleaning occurred in arrays of setae isolated from the gecko. Contact mechanical models suggest that self-cleaning occurs by an energetic disequilibrium between the adhesive forces attracting a dirt particle to the substrate and those attracting the same particle to one or more spatulae. We propose that the property of self-cleaning is intrinsic to the setal nanostructure and therefore should be replicable in synthetic adhesive materials in the future.",https://www.pnas.org/content/102/2/385.full.pdf,True
53,https://www.pnas.org/content/101/39/14138,"Insect aquaplaning: Nepenthes pitcher plants capture prey with the peristome, a fully wettable water-lubricated anisotropic surface",https://doi.org/10.1073/pnas.0405885101,"Pitcher plants of the genus Nepenthes have highly specialized leaves adapted to attract, capture, retain, and digest arthropod prey. Several mechanisms have been proposed for the capture of insects, ranging from slippery epicuticular wax crystals to downward-pointing lunate cells and alkaloid secretions that anesthetize insects. Here we report that perhaps the most important capture mechanism has thus far remained overlooked. It is based on special surface properties of the pitcher rim (peristome) and insect “aquaplaning.” The peristome is characterized by a regular microstructure with radial ridges of smooth overlapping epidermal cells, which form a series of steps toward the pitcher inside. This surface is completely wettable by nectar secreted at the inner margin of the peristome and by rain water, so that homogenous liquid films cover the surface under humid weather conditions. Only when wet, the peristome surface is slippery for insects, so that most ant visitors become trapped. By measuring friction forces of weaver ants (Oecophylla smaragdina) on the peristome surface of Nepenthes bicalcarata, we demonstrate that the two factors preventing insect attachment to the peristome, i.e., water lubrication and anisotropic surface topography, are effective against different attachment structures of the insect tarsus. Peristome water films disrupt attachment only for the soft adhesive pads but not for the claws, whereas surface topography leads to anisotropic friction only for the claws but not for the adhesive pads. Experiments on Nepenthes alata show that the trapping mechanism of the peristome is also essential in Nepenthes species with waxy inner pitcher walls.",https://www.pnas.org/content/101/39/14138.full.pdf,True
54,https://www.pnas.org/content/98/24/13745,Attractive and defensive functions of the ultraviolet pigments of a flower (Hypericum calycinum),https://doi.org/10.1073/pnas.231471698,"The flower of Hypericum calycinum, which appears uniformly yellow to humans, bears a UV pattern, presumably visible to insects. Two categories of pigments, flavonoids and dearomatized isoprenylated phloroglucinols (DIPs), are responsible for the UV demarcations of this flower. Flavonoids had been shown previously to function as floral UV pigments, but DIPs had not been demonstrated to serve in that capacity. We found the DIPs to be present in high concentration in the anthers and ovarian wall of the flower, suggesting that the compounds also serve in defense. Indeed, feeding tests done with one of the DIPs (hypercalin A) showed the compound to be deterrent and toxic to a caterpillar (Utetheisa ornatrix). The possibility that floral UV pigments fulfill both a visual and a defensive function had not previously been contemplated. DIPs may also serve for protection of female reproductive structures in other plants, for example in hops (Humulus lupulus). The DIPs of hops are put to human use as bitter flavoring agents and preservatives in beer.",https://www.pnas.org/content/98/24/13745.full.pdf,True
55,https://www.pnas.org/content/97/12/6568,Defense by foot adhesion in a beetle (Hemisphaerota cyanea),https://doi.org/10.1073/pnas.97.12.6568,"The beetle Hemisphaerota cyanea (Chrysomelidae; Cassidinae) responds to disturbance by activating a tarsal adhesion mechanism by which it secures a hold on the substrate. Its tarsi are oversized and collectively bear some 60,000 adhesive bristles, each with two terminal pads. While walking, the beetle commits but a small fraction of the bristles to contact with the substrate. But when assaulted, it presses its tarsi flatly down, thereby touching ground with all or nearly all of the bristles. Once so adhered, it can withstand pulling forces of up to 0.8 g (≈60 times its body mass) for 2 min, and of higher magnitudes, up to >3 g, for shorter periods. Adhesion is secured by a liquid, most probably an oil. By adhering, the beetle is able to thwart attacking ants, given that it is able to cling more persistently than the ant persists in its assault. One predator, the reduviid Arilus cristatus, is able to feed on the beetle, possibly because by injecting venom it prevents the beetle from maintaining its tarsal hold.",https://www.pnas.org/content/97/12/6568.full.pdf,True
56,https://www.pnas.org/content/96/17/9705,Spray aiming in the bombardier beetle: Photographic evidence,https://doi.org/10.1073/pnas.96.17.9705,"Bombardier beetles, when physically assaulted, eject a hot quinonoid spray from the tip of the abdomen. Photographic evidence is presented demonstrating that the African bombardier beetle, Stenaptinus insignis, can aim its spray in virtually any direction. It can target its individual legs, and even the individual segments of its legs. Moreover, in aiming at a leg, it takes into account the postural orientation of that leg. The beetle is able even to target sites on its back. It is postulated that the ability to aim helps the beetle mainly in defense against ants.",https://www.pnas.org/content/96/17/9705.full.pdf,True
57,https://www.nature.com/articles/srep18140,The role of dung beetles in reducing greenhouse gas emissions from cattle farming,https://doi.org/10.1038/srep18140,"Agriculture is one of the largest anthropogenic sources of greenhouse gases (GHGs), with dairy and beef production accounting for nearly two-thirds of emissions. Several recent papers suggest that dung beetles may affect fluxes of GHGs from cattle farming. Here, we put these previous findings into context. Using Finland as an example, we assessed GHG emissions at three scales: the dung pat, pasture ecosystem and whole lifecycle of milk or beef production. At the first two levels, dung beetles reduced GHG emissions by up to 7% and 12% respectively, mainly through large reductions in methane (CH4) emissions. However, at the lifecycle level, dung beetles accounted for only a 0.05–0.13% reduction of overall GHG emissions. This mismatch derives from the fact that in intensive production systems, only a limited fraction of all cow pats end up on pastures, offering limited scope for dung beetle mitigation of GHG fluxes. In contrast, we suggest that the effects of dung beetles may be accentuated in tropical countries, where more manure is left on pastures and dung beetles remove and aerate dung faster and that this is thus a key area for future research. These considerations give a new perspective on previous results and suggest that studies of biotic effects on GHG emissions from dung pats on a global scale are a priority for current research.",https://www.nature.com/articles/srep18140.pdf,True
58,https://www.nature.com/articles/srep11890,How ants use quorum sensing to estimate the average quality of a fluctuating resource,https://doi.org/10.1038/srep11890,"We show that one of the advantages of quorum-based decision-making is an ability to estimate the average value of a resource that fluctuates in quality. By using a quorum threshold, namely the number of ants within a new nest site, to determine their choice, the ants are in effect voting with their feet. Our results show that such quorum sensing is compatible with homogenization theory such that the average value of a new nest site is determined by ants accumulating within it when the nest site is of high quality and leaving when it is poor. Hence, the ants can estimate a surprisingly accurate running average quality of a complex resource through the use of extraordinarily simple procedures.",https://www.nature.com/articles/srep11890.pdf,True
59,https://www.nature.com/articles/srep06004,Under- and over-water halves of Gyrinidae beetle eyes harbor different corneal nanocoatings providing adaptation to the water and air environments,https://doi.org/10.1038/srep06004,"Whirligig beetles (Gyrinidae) inhabit water surfaces and possess unique eyes which are split into the overwater and underwater parts. In this study we analyze the micro- and nanostructure of the split eyes of two Gyrinidae beetles genera, Gyrinus and Orectochilus. We find that corneae of the overwater ommatidia are covered with maze-like nanostructures, while the corneal surface of the underwater eyes is smooth. We further show that the overwater nanostructures possess no anti-wetting, but the anti-reflective properties with the spectral preference in the range of 450–600 nm. These findings illustrate the adaptation of the corneal nanocoating of the two halves of an insect's eye to two different environments. The novel natural anti-reflective nanocoating we describe may find future technological applications.",https://www.nature.com/articles/srep06004.pdf,True
60,https://www.nature.com/articles/srep02617,Feeling Small: Exploring the Tactile Perception Limits,https://doi.org/10.1038/srep02617,"The human finger is exquisitely sensitive in perceiving different materials, but the question remains as to what length scales are capable of being distinguished in active touch. We combine material science with psychophysics to manufacture and haptically explore a series of topographically patterned surfaces of controlled wavelength, but identical chemistry. Strain-induced surface wrinkling and subsequent templating produced 16 surfaces with wrinkle wavelengths ranging from 300 nm to 90 μm and amplitudes between 7 nm and 4.5 μm. Perceived similarities of these surfaces (and two blanks) were pairwise scaled by participants and interdistances among all stimuli were determined by individual differences scaling (INDSCAL). The tactile space thus generated and its two perceptual dimensions were directly linked to surface physical properties – the finger friction coefficient and the wrinkle wavelength. Finally, the lowest amplitude of the wrinkles so distinguished was approximately 10 nm, demonstrating that human tactile discrimination extends to the nanoscale.",https://www.nature.com/articles/srep02617.pdf,True
61,https://www.nature.com/articles/srep02108,Spiderweb deformation induced by electrostatically charged insects,https://doi.org/10.1038/srep02108,"Capture success of spider webs has been associated with their microstructure, ornamentation and wind-induced vibrations. Indirect evidence suggests that statically charged objects can attract silk thread, but web deformations induced by charged insects have not yet been described. Here, we show under laboratory conditions that electrostatically charged honeybees, green bottle flies, fruit flies, aphids and also water drops falling near webs of cross-spiders (Araneus diadematus) induce rapid thread deformation that enhances the likelihood of physical contact and thus of prey capture.",https://www.nature.com/articles/srep02108.pdf,True
62,https://www.nature.com/articles/srep01846,Snake velvet black: Hierarchical micro- and nanostructure enhances dark colouration in Bitis rhinoceros,https://doi.org/10.1038/srep01846,"The West African Gaboon viper (Bitis rhinoceros) is a master of camouflage due to its colouration pattern. Its skin is geometrically patterned and features black spots that purport an exceptional spatial depth due to their velvety surface texture. Our study shades light on micromorphology, optical characteristics and principles behind such a velvet black appearance. We revealed a unique hierarchical pattern of leaf-like microstructures striated with nanoridges on the snake scales that coincides with the distribution of black colouration. Velvet black sites demonstrate four times lower reflectance and higher absorbance than other scales in the UV – near IR spectral range. The combination of surface structures impeding reflectance and absorbing dark pigments, deposited in the skin material, provides reflecting less than 11% of the light reflected by a polytetrafluoroethylene diffuse reflectance standard in any direction. A view-angle independent black structural colour in snakes is reported here for the first time.",https://www.nature.com/articles/srep01846.pdf,True
63,https://www.nature.com/articles/s41598-020-64264-1,Selection of viral variants during persistent infection of insectivorous bat cells with Middle East respiratory syndrome coronavirus,https://doi.org/10.1038/s41598-020-64264-1,"Coronaviruses that cause severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS) are speculated to have originated in bats. The mechanisms by which these viruses are maintained in individuals or populations of reservoir bats remain an enigma. Mathematical models have predicted long-term persistent infection with low levels of periodic shedding as a likely route for virus maintenance and spillover from bats. In this study, we tested the hypothesis that bat cells and MERS coronavirus (CoV) can co-exist in vitro. To test our hypothesis, we established a long-term coronavirus infection model of bat cells that are persistently infected with MERS-CoV. We infected cells from Eptesicus fuscus with MERS-CoV and maintained them in culture for at least 126 days. We characterized the persistently infected cells by detecting virus particles, protein and transcripts. Basal levels of type I interferon in the long-term infected bat cells were higher, relative to uninfected cells, and disrupting the interferon response in persistently infected bat cells increased virus replication. By sequencing the whole genome of MERS-CoV from persistently infected bat cells, we identified that bat cells repeatedly selected for viral variants that contained mutations in the viral open reading frame 5 (ORF5) protein. Furthermore, bat cells that were persistently infected with ΔORF5 MERS-CoV were resistant to superinfection by wildtype virus, likely due to reduced levels of the virus receptor, dipeptidyl peptidase 4 (DPP4) and higher basal levels of interferon in these cells. In summary, our study provides evidence for a model of coronavirus persistence in bats, along with the establishment of a unique persistently infected cell culture model to study MERS-CoV-bat interactions.",https://www.nature.com/articles/s41598-020-64264-1.pdf,True
64,https://www.nature.com/articles/s41598-019-39583-7,Viscosin-like lipopeptides from frog skin bacteria inhibit Aspergillus fumigatus and Batrachochytrium dendrobatidis detected by imaging mass spectrometry and molecular networking,https://doi.org/10.1038/s41598-019-39583-7,"Amphibian populations worldwide have declined and in some cases become extinct due to chytridiomycosis, a pandemic disease caused by the fungus Batrachochytrium dendrobatidis; however, some species have survived these fungal epidemics. Previous studies have suggested that the resistance of these species is due to the presence of cutaneous bacteria producing antifungal metabolites. As our understanding of these metabolites is still limited, we assessed the potential of such compounds against human-relevant fungi such as Aspergillus. In this work we isolated 201 bacterial strains from fifteen samples belonging to seven frog species collected in the highlands of Panama and tested them against Aspergillus fumigatus. Among the 29 bacterial isolates that exhibited antifungal activity, Pseudomonas cichorii showed the greatest inhibition. To visualize the distribution of compounds and identify them in the inhibition zone produced by P. cichorii, we employed MALDI imaging mass spectrometry (MALDI IMS) and MS/MS molecular networking. We identified viscosin and massetolides A, F, G and H in the inhibition zone. Furthermore, viscosin was isolated and evaluated in vitro against A. fumigatus and B. dendrobatidis showing MIC values of 62.50 µg/mL and 31.25 µg/mL, respectively. This is the first report of cyclic depsipeptides with antifungal activity isolated from frog cutaneous bacteria.",https://www.nature.com/articles/s41598-019-39583-7.pdf,True
65,https://www.nature.com/articles/s41598-018-26571-6,Iridescence impairs object recognition in bumblebees,https://doi.org/10.1038/s41598-018-26571-6,"Iridescence is a taxonomically widespread and striking form of animal coloration, yet despite advances in understanding its mechanism, its function and adaptive value are poorly understood. We test a counterintuitive hypothesis about the function of iridescence: that it can act as camouflage through interference with object recognition. Using an established insect visual model (Bombus terrestris), we demonstrate that both diffraction grating and multilayer iridescence impair shape recognition (although not the more subtle form of diffraction grating seen in some flowers), supporting the idea that both strategies can be effective means of camouflage. We conclude that iridescence produces visual signals that can confuse potential predators, and this might explain the high frequency of iridescence in many animal taxa.",https://www.nature.com/articles/s41598-018-26571-6.pdf,True
66,https://www.nature.com/articles/s41586-020-1990-9,Evolution-guided discovery of antibiotics that inhibit peptidoglycan remodelling,https://doi.org/10.1038/s41586-020-1990-9,"Addressing the ongoing antibiotic crisis requires the discovery of compounds with novel mechanisms of action that are capable of treating drug-resistant infections1. Many antibiotics are sourced from specialized metabolites produced by bacteria, particularly those of the Actinomycetes family2. Although actinomycete extracts have traditionally been screened using activity-based platforms, this approach has become unfavourable owing to the frequent rediscovery of known compounds. Genome sequencing of actinomycetes reveals an untapped reservoir of biosynthetic gene clusters, but prioritization is required to predict which gene clusters may yield promising new chemical matter2. Here we make use of the phylogeny of biosynthetic genes along with the lack of known resistance determinants to predict divergent members of the glycopeptide family of antibiotics that are likely to possess new biological activities. Using these predictions, we uncovered two members of a new functional class of glycopeptide antibiotics—the known glycopeptide antibiotic complestatin and a newly discovered compound we call corbomycin—that have a novel mode of action. We show that by binding to peptidoglycan, complestatin and corbomycin block the action of autolysins—essential peptidoglycan hydrolases that are required for remodelling of the cell wall during growth. Corbomycin and complestatin have low levels of resistance development and are effective in reducing bacterial burden in a mouse model of skin MRSA infection.",https://www.nature.com/articles/s41586-020-1990-9.pdf,True
67,https://www.nature.com/articles/s41477-018-0330-7,The molecular structure of plant sporopollenin,https://doi.org/10.1038/s41477-018-0330-7,"Sporopollenin is a ubiquitous and extremely chemically inert biopolymer that constitutes the outer wall of all land-plant spores and pollen grains1. Sporopollenin protects the vulnerable plant gametes against a wide range of environmental assaults, and is considered a prerequisite for the migration of early plants onto land2. Despite its importance, the chemical structure of plant sporopollenin has remained elusive1. Using a newly developed thioacidolysis degradative method together with state-of-the-art solid-state NMR techniques, we determined the detailed molecular structure of pine sporopollenin. We show that pine sporopollenin is primarily composed of aliphatic-polyketide-derived polyvinyl alcohol units and 7-O-p-coumaroylated C16 aliphatic units, crosslinked through a distinctive dioxane moiety featuring an acetal. Naringenin was also identified as a minor component of pine sporopollenin. This discovery answers the long-standing question about the chemical make-up of plant sporopollenin, laying the foundation for future investigations of sporopollenin biosynthesis and for the design of new biomimetic polymers with desirable inert properties.",https://www.nature.com/articles/s41477-018-0330-7.pdf,True
68,https://www.nature.com/articles/s41467-019-13660-x,Inhibiting bacterial cooperation is an evolutionarily robust anti-biofilm strategy,https://doi.org/10.1038/s41467-019-13660-x,"Bacteria commonly form dense biofilms encased in extracellular polymeric substances (EPS). Biofilms are often extremely tolerant to antimicrobials but their reliance on shared EPS may also be a weakness as social evolution theory predicts that inhibiting shared traits can select against resistance. Here we show that EPS of Salmonella biofilms is a cooperative trait whose benefit is shared among cells, and that EPS inhibition reduces both cell attachment and antimicrobial tolerance. We then compare an EPS inhibitor to conventional antimicrobials in an evolutionary experiment. While resistance against conventional antimicrobials rapidly evolves, we see no evolution of resistance to EPS inhibition. We further show that a resistant strain is outcompeted by a susceptible strain under EPS inhibitor treatment, explaining why resistance does not evolve. Our work suggests that targeting cooperative traits is a viable solution to the problem of antimicrobial resistance.",https://www.nature.com/articles/s41467-019-13660-x.pdf,True
69,https://www.nature.com/articles/nrmicro2354,"Bacterial polymers: biosynthesis, modifications and applications",https://doi.org/10.1038/nrmicro2354,"Bacteria are capable of producing a vast diversity of polymers serving a range of biological functions, such as reserve material, protective capsules and slimes, and biofilm matrix components. Several of these polymers have chemical and material properties that are suitable for industrial and medical applications, and many are therefore commercially produced, providing a valuable source for renewable, biodegradable and biocompatible materials.


Bacterial polymers can be categorized into polysaccharides, polyamides, polyesters and the inorganic polyanhydrides. Although biosynthesis of the various activated precursors (for example, nucleoside diphosphate sugars and hydroxyacyl-CoA thioesters) is well understood, the molecular mechanisms of polymerisation and, when relevant, secretion remain elusive.


A central goal in the field is to obtain a deeper understanding of the operation and three-dimensional architecture of polymerases and synthases, or the respective polymerisation and secretion multiprotein complexes, in order to increase the efficiency of engineering experiments. Random mutagenesis approaches have already proved to be successful, generating biosynthesis enzymes with a change in substrate specificity and activity and enabling the efficient production of modified polymers.


The increasing knowledge with respect to biosynthesis pathways and key biosynthesis enzymes has enabled metabolic engineering and protein engineering, leading to the production of modified and new polymers with unique and valuable material properties. These engineering approaches are informed by recent advances in the analysis of the polymer structure–material property relationship.


Aside from the possibility of easily engineering bacterial production hosts for the production of modified polymers, in vitro enzymatic and chemical modifications offer additional design space to the manufacture of bacterial polymers. The purification of polymerases and synthases or subcellular fractions containing the respective enzyme activities from bacteria allows controlled processive in vitro synthesis of defined polymers.


Whereas several bacterial exopolysaccharides and polyhydroxyalkanoates are already commercially produced, the polyamides and polyphosphates are not commercially produced by bacterial fermentation. However, recent advances in polyamide biosynthesis hold promise for future commercial synthesis.


The economics of the bacterial production of polymers is largely driven by the cost of the precursor substrate, the productivity of the host organisms, the upstream and downstream processing costs and the application value of the polymer. In addition, when bacterial polymers such as the polyhydroxyalkanoates compete with oil-based polymers, crude oil prices substantially affect polymer economics.


Notable progress has been made in all of the areas mentioned above, and exploitation of metabolic engineering in particular has led to the generation of exciting new production hosts able to synthesize even unnatural polymers such as polythioesters and polylactic acid. An interesting new development considers the intracellularly formed spherical polyhydroxyalkanoate granules as versatile biobeads, the surface proteins of which can be engineered to display a range of protein functions for applications in bioseparation, protein production, biocatalysis, diagnostics and antigen delivery.",https://www.nature.com/articles/nrmicro2354.pdf,True
